Time,bits/s,MBytes/s,MBits/s
1575051911.3601997,259044988.13745743,32.38062351718218,259.04498813745744
1575051911.4620883,306626107.9805055,38.32826349756319,306.62610798050554
1575051911.5641036,307151317.80186236,38.3939147252328,307.1513178018624
1575051911.6659908,306965872.02636707,38.37073400329588,306.96587202636704
1575051911.7681541,306369325.3975987,38.296165674699836,306.3693253975987
1575051911.870062,306397206.0907865,38.29965076134832,306.39720609078654
1575051911.9720798,306886595.4786204,38.36082443482755,306.8865954786204
1575051912.0742145,306567205.5088772,38.320900688609655,306.56720550887724
1575051912.1743064,308984063.75164884,38.62300796895611,308.9840637516489
1575051912.2756214,302301505.32296586,37.78768816537074,302.3015053229659
1575051912.3775508,306260532.0398472,38.2825665049809,306.2605320398472
1575051912.4798098,306642243.3352365,38.330280416904564,306.6422433352365
1575051912.581958,306522110.93844885,38.3152638673061,306.5221109384488
1575051912.6839156,306987099.4082534,38.37338742603167,306.98709940825336
1575051912.7857149,306896223.8990867,38.362027987385844,306.89622389908675
1575051912.8875701,306771882.75519854,38.34648534439982,306.77188275519853
1575051912.989652,306469437.4507212,38.30867968134015,306.4694374507212
1575051913.0918672,306323280.527594,38.290410065949246,306.32328052759397
1575051913.193961,307253606.5082452,38.406700813530655,307.25360650824524
1575051913.2958987,306588412.7254971,38.32355159068714,306.5884127254971
1575051913.3983705,312512030.1722154,39.06400377152693,312.5120301722154
1575051913.5001926,307359480.77064556,38.4199350963307,307.3594807706456
1575051913.6020846,307155099.7955958,38.39438747444948,307.15509979559585
1575051913.704231,306421546.30363595,38.3026932879545,306.421546303636
1575051913.8062155,306899513.72570735,38.36243921571342,306.8995137257074
1575051913.9080248,306738265.72613275,38.34228321576659,306.73826572613274
1575051914.0100086,306877749.7647849,38.35971872059811,306.8777497647849
1575051914.112068,306992509.9809442,38.374063747618024,306.9925099809442
1575051914.2141654,306517083.2255411,38.314635403192646,306.51708322554117
1575051914.3163874,306641922.89088714,38.33024036136089,306.64192289088714
1575051914.4183269,306815050.02144074,38.351881252680094,306.81505002144075
1575051914.520327,306627806.25682825,38.32847578210353,306.62780625682825
1575051914.6221223,307099276.0561146,38.38740950701433,307.09927605611466
1575051914.7240863,306659758.65357876,38.332469831697345,306.65975865357876
1575051914.8262062,306954175.33125,38.369271916406255,306.95417533125004
1575051914.9281714,306736824.63156956,38.342103078946195,306.73682463156956
1575051915.0301006,307409329.1059915,38.42616613824894,307.4093291059915
1575051915.132027,306848792.547937,38.35609906849212,306.84879254793697
1575051915.233897,306795858.06001127,38.34948225750141,306.79585806001126
1575051915.3358746,307261225.07447493,38.40765313430937,307.26122507447496
1575051915.4379869,306065663.0080231,38.258207876002885,306.0656630080231
1575051915.5400853,306790992.74151146,38.34887409268893,306.79099274151145
1575051915.6419911,307028577.5238666,38.378572190483325,307.0285775238666
1575051915.743764,306811602.848379,38.35145035604737,306.811602848379
1575051915.8458166,306925786.3600326,38.365723295004074,306.9257863600326
1575051915.9476256,307044587.75509286,38.38057346938661,307.0445877550929
1575051916.0497077,307068922.9470615,38.383615368382685,307.0689229470615
1575051916.1514487,306730069.58738613,38.34125869842327,306.73006958738614
1575051916.2534156,307261132.5570701,38.40764156963375,307.26113255707
1575051916.355391,307273441.84914035,38.40918023114255,307.2734418491404
1575051916.4572904,306934258.947262,38.36678236840775,306.934258947262
1575051916.5591152,307010777.10466915,38.376347138083645,307.01077710466916
1575051916.6612422,306473785.0149018,38.309223126862726,306.4737850149018
1575051916.7633235,306955403.93672985,38.36942549209123,306.95540393672985
1575051916.86513,306711671.7092525,38.33895896365656,306.71167170925247
1575051916.967033,306708251.75097954,38.338531468872446,306.70825175097957
1575051917.0690033,307358986.4809051,38.41987331011314,307.3589864809051
1575051917.1708586,307265172.66326576,38.408146582908216,307.26517266326573
1575051917.2727973,307032170.46804565,38.37902130850571,307.0321704680457
1575051917.3747323,306560805.63051236,38.32010070381405,306.5608056305124
1575051917.4766583,307150199.32765996,38.3937749159575,307.15019932766
1575051917.5785737,306970183.40534747,38.37127292566843,306.9701834053474
1575051917.680529,307420118.9569987,38.42751486962484,307.4201189569987
1575051917.78259,306526746.63091266,38.31584332886408,306.5267466309126
1575051917.8846514,306784991.3239221,38.348123915490255,306.78499132392204
1575051917.9865828,306483677.1530622,38.31045964413278,306.4836771530622
1575051918.0885477,307383436.5535294,38.422929569191176,307.3834365535294
1575051918.190514,306961967.25486875,38.37024590685859,306.96196725486874
1575051918.2923403,306802778.9471791,38.35034736839739,306.8027789471791
1575051918.394313,307279191.25573087,38.409898906966355,307.27919125573084
1575051918.4960709,307214473.0237212,38.40180912796515,307.2144730237212
1575051918.5979908,307328002.0775749,38.41600025969686,307.32800207757487
1575051918.699908,306990497.48481244,38.37381218560156,306.99049748481247
1575051918.8017287,306804673.1527141,38.35058414408926,306.8046731527141
1575051918.9037616,307556788.9918163,38.444598623977036,307.5567889918163
1575051919.0056827,306265550.060151,38.28319375751887,306.265550060151
1575051919.1081586,305601654.11717385,38.20020676464673,305.60165411717384
1575051919.2102354,307191054.66996264,38.398881833745335,307.1910546699627
1575051919.3119762,306607210.50337684,38.325901312922106,306.60721050337685
1575051919.4138875,307212754.937077,38.40159436713463,307.212754937077
1575051919.5158203,307232277.2131129,38.404034651639115,307.2322772131129
1575051919.6178136,306987293.15734315,38.37341164466789,306.9872931573431
1575051919.719676,307136982.9859894,38.392122873248674,307.1369829859894
1575051919.8217182,307185192.3478651,38.39814904348314,307.1851923478651
1575051919.9236963,306805979.09448737,38.35074738681092,306.8059790944874
1575051920.0238023,310916538.9627822,38.86456737034777,310.91653896278217
1575051920.1248226,300444768.7364303,37.55559609205378,300.44476873643026
1575051920.226951,306425438.5469223,38.30317981836529,306.4254385469223
1575051920.3289554,307922853.46055263,38.49035668256908,307.92285346055263
1575051920.4307206,307166223.77748036,38.395777972185044,307.16622377748035
1575051920.5326319,306437055.8117308,38.30463197646635,306.4370558117308
1575051920.634545,307236591.2835351,38.40457391044189,307.2365912835351
1575051920.7363365,307118709.4848068,38.38983868560085,307.1187094848068
1575051920.8382206,306721599.9369089,38.34019999211361,306.7215999369089
1575051920.9402373,307241105.44551086,38.40513818068886,307.24110544551087
1575051921.0421336,306815971.4876233,38.35199643595291,306.8159714876233
1575051921.1422606,477090451.9752003,59.63630649690003,477.09045197520027
1575051921.24403,533262041.9450227,66.65775524312784,533.2620419450227
1575051921.3441055,543479038.3869662,67.93487979837077,543.4790383869662
1575051921.4456344,533579921.8242083,66.69749022802604,533.5799218242083
1575051921.5457182,543431103.4062265,67.92888792577831,543.4311034062265
1575051921.6460176,534571103.5420038,66.82138794275048,534.5711035420038
1575051921.7460878,545583506.4049894,68.19793830062368,545.5835064049894
1575051921.8465037,531416513.6766501,66.42706420958127,531.4165136766502
1575051921.946614,536827408.7611203,67.10342609514004,536.8274087611203
1575051922.0474126,537558138.0672681,67.19476725840852,537.5581380672681
1575051922.1475334,547161623.3063892,68.39520291329866,547.1616233063893
1575051922.2481735,528256559.8945854,66.03206998682317,528.2565598945854
1575051922.3482642,544091009.1224831,68.0113761403104,544.0910091224832
1575051922.4483676,878480325.6422628,109.81004070528284,878.4803256422628
1575051922.54846,920339988.9369118,115.04249861711398,920.3399889369118
1575051922.6485844,920635960.831684,115.0794951039605,920.635960831684
1575051922.748709,919563317.28578,114.9454146607225,919.56331728578
