Time,bits/s,MBytes/s,MBits/s
1575051911.9800053,307031983.84023976,38.37899798002997,307.0319838402398
1575051912.0800958,309805079.8620331,38.725634982754144,309.80507986203315
1575051912.181458,301429189.1231089,37.678648640388616,301.4291891231089
1575051912.2834466,306522433.61908394,38.31530420238549,306.5224336190839
1575051912.385628,307110983.76714545,38.38887297089318,307.11098376714546
1575051912.4876463,305804663.92394847,38.22558299049356,305.80466392394845
1575051912.5897894,306727938.52792263,38.34099231599033,306.7279385279226
1575051912.6916723,306728782.18743724,38.34109777342965,306.7287821874372
1575051912.793562,307310668.3886094,38.41383354857618,307.31066838860943
1575051912.8956342,307092600.3156274,38.386575039453426,307.0926003156274
1575051912.9977267,306688955.5046407,38.33611943808009,306.6889555046407
1575051913.09976,306147603.98946005,38.268450498682505,306.14760398946004
1575051913.201761,306398746.4230635,38.29984330288294,306.3987464230635
1575051913.3037057,307045996.57172,38.380749571465,307.04599657172
1575051913.4038181,311811707.62642926,38.97646345330366,311.81170762642927
1575051913.5048108,301196365.1374673,37.64954564218342,301.19636513746735
1575051913.6067495,306926573.0036288,38.365821625453606,306.92657300362885
1575051913.7086558,306116197.916669,38.26452473958362,306.11619791666897
1575051913.8107915,307359985.5803359,38.41999819754199,307.35998558033594
1575051913.912707,306994807.9584759,38.37435099480949,306.9948079584759
1575051914.014692,306899513.72570735,38.36243921571342,306.8995137257074
1575051914.1166902,306519215.34692657,38.31490191836582,306.51921534692656
1575051914.218812,306490247.47707975,38.311280934634965,306.4902474770797
1575051914.320824,306232806.4854954,38.27910081068692,306.23280648549536
1575051914.4227402,306857885.2415963,38.35723565519954,306.8578852415963
1575051914.5247426,306713866.953098,38.33923336913725,306.713866953098
1575051914.6267636,307483465.77973324,38.435433222466656,307.48346577973325
1575051914.7287078,306574067.025382,38.32175837817275,306.574067025382
1575051914.8306623,306838022.8501795,38.354752856272434,306.83802285017947
1575051914.932587,306606729.65546495,38.32584120693312,306.60672965546496
1575051915.0345125,307502866.3184129,38.43785828980162,307.50286631841294
1575051915.1364303,306737687.6332031,38.34221095415039,306.7376876332031
1575051915.2383275,307037025.2695826,38.37962815869783,307.0370252695826
1575051915.340264,307144448.3666832,38.3930560458354,307.1444483666832
1575051915.4424129,306391801.52046317,38.2989751900579,306.3918015204632
1575051915.544496,306784991.3239221,38.348123915490255,306.78499132392204
1575051915.6464076,307076729.9632026,38.38459124540032,307.0767299632026
1575051915.748427,307370596.08648163,38.4213245108102,307.3705960864816
1575051915.8502533,306429401.3347265,38.30367516684082,306.42940133472655
1575051915.9522533,307536669.7062742,38.442083713284276,307.5366697062742
1575051916.0542276,306817460.14570886,38.35218251821361,306.8174601457089
1575051916.1559741,306796236.27609813,38.34952953451227,306.79623627609817
1575051916.258063,307769452.09950954,38.47118151243869,307.7694520995095
1575051916.3599217,306598497.8376784,38.32481222970979,306.59849783767834
1575051916.4617453,307016531.5831336,38.3770664478917,307.0165315831336
1575051916.5636146,306872734.3068993,38.35909178836241,306.8727343068993
1575051916.6657257,306824680.0453426,38.35308500566783,306.82468004534263
1575051916.7677438,306770106.34682703,38.34626329335338,306.77010634682705
1575051916.8697577,307045622.62359196,38.380702827948994,307.04562262359195
1575051916.971545,306682619.7589747,38.335327469871835,306.6826197589747
1575051917.0735116,307253225.1833808,38.4066531479226,307.2532251833808
1575051917.1754918,307484174.53428316,38.435521816785396,307.48417453428317
1575051917.2774286,306625717.8298051,38.328214728725634,306.62571782980507
1575051917.379398,306944018.2359741,38.36800227949676,306.94401823597406
1575051917.481291,306955094.1087368,38.369386763592104,306.95509410873683
1575051917.5831952,306917018.193883,38.364627274235374,306.917018193883
1575051917.6851585,307195729.25222856,38.399466156528575,307.1957292522286
1575051917.787238,306622010.8709801,38.32775135887251,306.6220108709801
1575051917.8891096,306509851.33109313,38.31373141638664,306.5098513310931
1575051917.9911952,306717616.6175772,38.339702077197146,306.71761661757716
1575051918.0931818,307123889.59130806,38.3904861989135,307.123889591308
1575051918.1950052,306927864.31600505,38.365983039500634,306.92786431600507
1575051918.296896,307155818.9700628,38.39447737125785,307.1558189700628
1575051918.3988457,307013672.159869,38.37670901998362,307.013672159869
1575051918.5005984,307455267.1144706,38.43190838930882,307.4552671144706
1575051918.6025057,307017799.1958548,38.377224899481845,307.01779919585476
1575051918.7044277,306972538.48072654,38.37156731009082,306.97253848072654
1575051918.806302,307064345.3768273,38.38304317210341,307.0643453768273
1575051918.9082134,307106922.7768388,38.388365347104845,307.10692277683876
1575051919.0103483,307025344.74263763,38.3781680928297,307.0253447426376
1575051919.1126592,311572012.0144655,38.946501501808186,311.5720120144655
1575051919.2146583,307379889.36364084,38.4224861704551,307.3798893636408
1575051919.3165927,307056054.4436734,38.38200680545917,307.05605444367336
1575051919.4184291,307065618.44758177,38.38320230594772,307.06561844758176
1575051919.5203588,307159545.098587,38.394943137323374,307.159545098587
1575051919.6222994,307001992.3502485,38.37524904378107,307.00199235024854
1575051919.7243037,307298675.74547684,38.4123344681846,307.2986757454768
1575051919.8261504,306716278.35938853,38.339534794923566,306.7162783593885
1575051919.9281046,306551833.8431479,38.31897923039349,306.5518338431479
1575051920.028181,310985468.30363464,38.87318353795433,310.98546830363466
1575051920.1293285,300677592.1004304,37.5846990125538,300.6775921004304
1575051920.2314758,306732236.8554859,38.34152960693574,306.7322368554859
1575051920.3333359,307241424.78412086,38.40517809801511,307.24142478412085
1575051920.435136,307323408.8573645,38.41542610717056,307.3234088573645
1575051920.5371068,307005053.4661233,38.37563168326541,307.0050534661233
1575051920.638991,307279652.90984356,38.40995661373045,307.2796529098436
1575051920.7409713,307373419.44908816,38.42167743113602,307.37341944908815
1575051920.8427799,306689393.7857088,38.3361742232136,306.6893937857088
1575051920.94485,307101211.17316765,38.38765139664596,307.10121117316766
1575051921.0467117,306550768.5075951,38.318846063449385,306.5507685075951
1575051921.1468132,409582921.9066631,51.197865238332895,409.58292190666316
1575051921.2469084,382618046.89911073,47.82725586238884,382.6180468991107
1575051921.3485441,379701208.8336083,47.462651104201036,379.7012088336083
1575051921.450122,379944632.1938023,47.49307902422529,379.9446321938023
1575051921.5502067,386947082.1689443,48.368385271118036,386.9470821689443
1575051921.651561,374400095.58779407,46.80001194847426,374.40009558779406
1575051921.7516747,389275327.0341044,48.65941587926305,389.2753270341044
1575051921.8520455,375657281.0202288,46.9571601275286,375.6572810202288
1575051921.9521253,390215093.49291986,48.776886686614986,390.2150934929199
1575051922.052959,378014956.8905332,47.25186961131665,378.0149568905332
1575051922.1542513,381057821.14330935,47.63222764291367,381.05782114330935
1575051922.2566152,390482514.7922683,48.81031434903353,390.48251479226826
1575051922.3567095,387509543.97778463,48.43869299722308,387.50954397778463
