Time,bits/s,MBytes/s,MBits/s
1575051907.6365654,152051594.94160157,19.006449367700196,152.05159494160156
1575051907.7377145,337136293.7590792,42.142036719884906,337.13629375907925
1575051907.837813,374146483.63911444,46.7683104548893,374.1464836391144
1575051907.9387121,363015125.98361003,45.37689074795126,363.01512598361006
1575051908.038838,373355587.7441999,46.66944846802498,373.35558774419985
1575051908.1398823,362632709.11852515,45.329088639815645,362.63270911852516
1575051908.2399638,373419549.53350896,46.677443691688616,373.4195495335089
1575051908.3409307,363588882.91040385,45.44861036380048,363.58888291040387
1575051908.4410295,373449019.62810606,46.68112745351326,373.4490196281061
1575051908.5421326,362910687.35942173,45.363835919927716,362.91068735942173
1575051908.6422434,374272986.8563352,46.7841233570419,374.2729868563352
1575051908.7433336,362332339.9870203,45.29154249837754,362.3323399870203
1575051908.8434312,374049405.90163934,46.756175737704915,374.0494059016393
1575051908.9444003,362894808.19376874,45.361851024221096,362.89480819376877
1575051909.0444942,373237882.9164146,46.654735364551826,373.2378829164146
1575051909.1456683,362730931.39148206,45.34136642393526,362.7309313914821
1575051909.2457383,372522255.69499254,46.56528196187406,372.52225569499245
1575051909.347021,363033890.74018747,45.37923634252343,363.0338907401874
1575051909.447092,374026314.7418883,46.75328934273603,374.02631474188826
1575051909.548003,363446009.18779796,45.43075114847474,363.4460091877979
1575051909.649863,368477535.12524086,46.05969189065511,368.4775351252409
1575051909.7499478,372255975.8390621,46.53199697988276,372.2559758390621
1575051909.8510094,363823806.3183571,45.477975789794634,363.8238063183571
1575051909.9529016,375202539.6107707,46.90031745134634,375.2025396107707
1575051910.0547922,369052097.7878066,46.13151222347582,369.0520977878066
1575051910.1565378,368547144.4893442,46.068393061168024,368.5471444893442
1575051910.2566335,374068129.0119346,46.75851612649182,374.06812901193456
1575051910.3575723,363359271.99603033,45.41990899950379,363.3592719960303
1575051910.4594302,368603380.7098051,46.07542258872563,368.60338070980504
1575051910.5612943,374246382.8115585,46.78079785144481,374.2463828115585
1575051910.6614184,372781183.0526923,46.59764788158653,372.78118305269226
1575051910.7624388,363896771.2835474,45.48709641044342,363.89677128354737
1575051910.8625295,373948753.09861016,46.74359413732627,373.94875309861015
1575051910.963412,363172938.3182846,45.396617289785574,363.1729383182846
1575051911.0635188,374400389.68497026,46.80004871062128,374.40038968497026
1575051911.1643114,362953801.4846122,45.369225185576525,362.9538014846122
1575051911.2661626,375054509.69453835,46.881813711817294,375.05450969453835
1575051911.3679864,307600847.6781945,38.45010595977432,307.60084767819455
1575051911.469971,307322318.6641809,38.41528983302261,307.3223186641809
1575051911.5718992,306909116.82920057,38.36363960365007,306.90911682920057
1575051911.6738265,307160264.02760005,38.39503300345,307.1602640276
1575051911.7759733,306374628.01465726,38.29682850183216,306.3746280146573
1575051911.8779502,306448923.4335552,38.3061154291944,306.4489234335552
